chr	start	end	strand	name	id
chr22	17700274	17700575	-	ADA2	ENST00000543038.1
chr22	32454906	32455207	+	SLC5A1	ENST00000543737.2
chr22	29279329	29279630	+	ZNRF3	ENST00000544604.6
chr22	17082526	17082827	+	TPTEP1	ENST00000558085.6
chr22	47158409	47158710	-	AL118516.1	ENST00000564152.1
chr22	26908252	26908553	+	Z95115.1	ENST00000566814.1
chr22	40440483	40440784	-	Z83847.1	ENST00000569912.1
chr22	23076812	23077113	+	D87007.1	ENST00000579613.1
chr22	17082550	17082851	+	AP000547.3	ENST00000592918.5
chr22	18259837	18260138	+	LINC00528	ENST00000600723.1
chr22	42486732	42487033	-	NDUFA6	ENST00000602404.5
chr22	43010999	43011300	+	Z93241.1	ENST00000602478.1
chr22	18561599	18561900	-	AC016027.1	ENST00000607927.1
chr22	21986754	21987055	+	CCDC116	ENST00000607942.5
chr22	50639215	50639516	-	AL022328.4	ENST00000608025.2
chr22	30641943	30642244	+	AC004264.1	ENST00000608354.1
chr22	18035999	18036300	+	AC004019.18	ENST00000608960.1
chr22	35695483	35695784	-	AL008635.1	ENST00000609073.1
chr22	50980828	50981129	+	U62317.5	ENST00000609268.1
chr22	37767473	37767774	+	Z94160.2	ENST00000609322.1
chr22	20193669	20193970	+	LINC00896	ENST00000609602.1
chr22	38245274	38245575	-	ANKRD54	ENST00000609706.1
chr22	37447525	37447826	+	KCTD17	ENST00000610767.4
chr22	22641535	22641836	-	AC245060.5	ENST00000610778.1
chr22	37608311	37608612	-	SSTR3	ENST00000610913.1
chr22	50639157	50639458	+	SELENOO	ENST00000611222.1
chr22	42228832	42229133	+	SREBF2	ENST00000612482.4
chr22	38698944	38699245	-	CSNK1E	ENST00000612795.1
chr22	37823454	37823755	-	ELFN2	ENST00000613079.4
chr22	45809321	45809622	+	RIBC2	ENST00000614167.1
chr22	31742621	31742922	+	LINC01521	ENST00000614284.1
chr22	30821512	30821813	+	MTFP1	ENST00000614920.1
chr22	19279133	19279434	-	CLTCL1	ENST00000615606.4
chr22	38966138	38966439	-	DMC1	ENST00000616615.4
chr22	30792730	30793031	+	SEC14L2	ENST00000617837.4
chr22	19511872	19512173	-	CLDN5	ENST00000618236.1
chr22	31478595	31478896	+	SMTN	ENST00000619644.4
chr22	22863000	22863301	-	ZNF280B	ENST00000619852.2
chr22	37266432	37266733	-	NCF4-AS1	ENST00000619915.1
chr22	31518658	31518959	+	INPP5J	ENST00000620191.4
chr22	30804853	30805154	+	SEC14L2	ENST00000620251.1
chr22	24322063	24322364	+	GSTT2	ENST00000621118.4
chr22	20792061	20792362	-	SCARF2	ENST00000622235.4
chr22	38245128	38245429	+	EIF3L	ENST00000624234.3
chr22	37419983	37420284	+	MPST	ENST00000628507.1
chr22	19554311	19554612	-	LINC00895	ENST00000629028.1
chr22	23878817	23879118	+	PCAT14	ENST00000629869.1
chr22	25091919	25092220	-	AP000357.2	ENST00000633827.1
chr22	28315136	28315437	-	PITPNB	ENST00000634017.1
chr22	40742267	40742568	+	ADSL	ENST00000636714.1
chr22	25507558	25507859	+	KIAA1671	ENST00000637069.1
chr22	18893500	18893801	+	AC007326.4	ENST00000638240.1
chr22	50964523	50964824	-	SCO2	ENST00000638598.1
chr22	40742282	40742583	+	AL022238.4	ENST00000639722.1
chr22	21368455	21368756	-	AC002472.3	ENST00000640124.1
chr22	22011849	22012150	+	AP000553.4	ENST00000641967.1
chr2	86564726	86565027	-	REEP1	ENST00000165698.9
chr2	20251738	20252039	-	LAPTM4A	ENST00000175091.4
chr2	98612303	98612604	-	TMEM131	ENST00000186436.9
chr2	242715989	242716290	+	GAL3ST2	ENST00000192314.6
chr2	202316141	202316442	+	STRADB	ENST00000194530.7
chr2	210288531	210288832	+	MAP2	ENST00000199940.10
chr2	37311434	37311735	-	HEATR5B	ENST00000233099.5
chr2	27193229	27193530	+	MAPRE3	ENST00000233121.6
chr2	85132498	85132799	+	TMSB10	ENST00000233143.5
chr2	106361103	106361404	+	NCK2	ENST00000233154.8
chr2	21266894	21267195	-	APOB	ENST00000233242.5
chr2	113239480	113239781	+	TTL	ENST00000233336.6
chr2	74741360	74741661	+	TLX2	ENST00000233638.7
chr2	75796797	75797098	-	EVA1A	ENST00000233712.5
chr2	217560197	217560498	-	IGFBP5	ENST00000233813.4
chr2	219724293	219724594	+	WNT6	ENST00000233948.3
chr2	11696228	11696529	+	GREB1	ENST00000234142.9
chr2	171784785	171785086	+	GORASP2	ENST00000234160.4
chr2	172967577	172967878	-	DLX2	ENST00000234198.8
chr2	65216284	65216585	+	SLC1A4	ENST00000234256.3
chr2	42588305	42588606	-	COX7A2L	ENST00000234301.2
chr2	68479612	68479913	-	PPP3R1	ENST00000234310.7
chr2	71127469	71127770	+	VAX2	ENST00000234392.2
chr2	71162761	71163062	+	ATP6V1B1	ENST00000234396.8
chr2	179344944	179345245	+	PLEKHA3	ENST00000234453.9
chr2	73114238	73114539	+	SPR	ENST00000234454.5
chr2	217724736	217725037	-	TNP1	ENST00000236979.2
chr2	86850927	86851228	-	RNF103	ENST00000237455.4
chr2	106681861	106682162	+	C2orf40	ENST00000238044.7
chr2	60983114	60983415	+	PAPOLG	ENST00000238714.7
chr2	24308000	24308301	-	TP53I3	ENST00000238721.8
chr2	46769616	46769917	+	RHOQ	ENST00000238738.8
chr2	32502728	32503029	+	YIPF4	ENST00000238831.8
chr2	64751188	64751489	+	AFTPH	ENST00000238856.8
chr2	46844039	46844340	+	CRIPT	ENST00000238892.3
chr2	97001274	97001575	+	NCAPH	ENST00000240423.8
chr2	136875684	136875985	-	CXCR4	ENST00000241393.3
chr2	152213855	152214156	+	TNFAIP6	ENST00000243347.4
chr2	220408458	220408759	-	CHPF	ENST00000243776.10
chr2	220436666	220436967	+	INHA	ENST00000243786.2
chr2	71454162	71454463	-	PAIP2B	ENST00000244221.8
chr2	113931297	113931598	+	PSD4	ENST00000245796.10
chr2	176987197	176987498	+	HOXD9	ENST00000249499.7
chr2	176971763	176972064	+	HOXD11	ENST00000249504.6
chr2	3705534	3705835	+	ALLC	ENST00000252505.3
chr2	239197199	239197500	-	PER2	ENST00000254657.7
chr2	11886463	11886764	+	LPIN1	ENST00000256720.6
chr2	7005776	7006077	-	CMPK2	ENST00000256722.9
chr2	73460305	73460606	-	PRADC1	ENST00000258083.2
chr2	73340095	73340396	-	RAB11FIP5	ENST00000258098.6
chr2	73144353	73144654	+	EMX1	ENST00000258106.10
chr2	219187645	219187946	+	PNKD	ENST00000258362.7
chr2	231084614	231084915	-	SP110	ENST00000258381.10
chr2	224821870	224822171	+	MRPL44	ENST00000258383.3
chr2	231989781	231990082	-	HTR2B	ENST00000258400.3
chr2	219744834	219745135	+	WNT10A	ENST00000258411.7
chr2	231577309	231577610	+	CAB39	ENST00000258418.9
chr2	98262252	98262553	+	COX5B	ENST00000258424.2
chr2	160654702	160655003	-	CD302	ENST00000259053.5
chr2	158113859	158114160	+	GALNT5	ENST00000259056.4
chr2	113762787	113763088	+	IL36A	ENST00000259211.6
chr2	128784816	128785117	-	SAP130	ENST00000259235.7
chr2	27309364	27309665	+	KHK	ENST00000260599.10
chr2	44000927	44001228	+	DYNC2LI1	ENST00000260605.12
chr2	45168786	45169087	+	SIX3	ENST00000260653.4
chr2	213403202	213403503	-	ERBB4	ENST00000260943.10
chr2	190927404	190927705	-	MSTN	ENST00000260950.4
chr2	170655071	170655372	+	SSB	ENST00000260956.8
chr2	170440599	170440900	+	PPIG	ENST00000260970.7
chr2	197457284	197457585	-	HECW2	ENST00000260983.7
chr2	209010841	209011142	-	CRYGB	ENST00000260988.4
chr2	203776898	203777199	-	WDR12	ENST00000261015.4
chr2	187454541	187454842	+	ITGAV	ENST00000261023.7
chr2	118571975	118572276	+	DDX18	ENST00000263239.6
chr2	55646941	55647242	-	CCDC88A	ENST00000263630.12
chr2	54014028	54014329	-	ASB3	ENST00000263634.7
chr2	159824932	159825233	+	TANC1	ENST00000263635.7
chr2	68547087	68547388	-	CNRIP1	ENST00000263655.3
chr2	122042732	122043033	-	TFCP2L1	ENST00000263707.5
chr2	46524290	46524591	+	EPAS1	ENST00000263734.4
chr2	47596036	47596337	+	EPCAM	ENST00000263735.8
chr2	45838369	45838670	-	SRBD1	ENST00000263736.4
chr2	172750682	172750983	-	SLC25A12	ENST00000263812.8
chr2	169887781	169888082	-	ABCB11	ENST00000263817.6
chr2	11679718	11680019	+	GREB1	ENST00000263834.9
chr2	197036248	197036549	-	STK17B	ENST00000263955.8
chr2	241374837	241375138	+	GPC1	ENST00000264039.6
chr2	242295407	242295708	+	FARP2	ENST00000264042.7
chr2	233877931	233878232	-	NGEF	ENST00000264051.7
chr2	234262902	234263203	+	DGKD	ENST00000264057.6
chr2	183580748	183581049	+	DNAJC10	ENST00000264065.11
chr2	74781011	74781312	-	LOXL3	ENST00000264094.7
chr2	173292032	173292333	+	ITGA6	ENST00000264107.11
chr2	190627442	190627743	-	OSGEPL1	ENST00000264151.9
chr2	136633945	136634246	-	MCM6	ENST00000264156.2
chr2	135809584	135809885	+	RAB3GAP1	ENST00000264158.12
chr2	136743203	136743504	-	DARS	ENST00000264161.8
chr2	136594699	136595000	-	LCT	ENST00000264162.6
chr2	102803182	102803483	+	IL1RL2	ENST00000264257.6
chr2	103034898	103035199	+	IL18RAP	ENST00000264260.6
chr2	203130188	203130489	+	NOP58	ENST00000264279.9
chr2	208989174	208989475	-	CRYGD	ENST00000264376.4
chr2	207308012	207308313	+	ADAM23	ENST00000264377.7
chr2	225450014	225450315	-	CUL3	ENST00000264414.8
chr2	27440007	27440308	+	CAD	ENST00000264705.8
chr2	27719458	27719759	+	GCKR	ENST00000264717.6
chr2	220083661	220083962	-	ABCB6	ENST00000265316.7
chr2	80390210	80390511	-	AC016716.1	ENST00000265882.5
chr2	20646584	20646885	+	RHOB	ENST00000272233.5
chr2	10861524	10861825	+	ATP6V1C2	ENST00000272238.8
chr2	44065852	44066153	+	ABCG8	ENST00000272286.2
chr2	79252576	79252877	+	REG3G	ENST00000272324.9
chr2	67624200	67624501	+	ETAA1	ENST00000272342.5
chr2	71047681	71047982	-	CLEC4F	ENST00000272367.6
chr2	96257515	96257816	+	TRIM43	ENST00000272395.2
chr2	96931728	96932029	+	CIAO1	ENST00000272402.2
chr2	73869469	73869770	-	NAT8	ENST00000272425.3
chr2	110551600	110551901	+	RGPD5	ENST00000272454.10
chr2	119916414	119916715	-	C1QL2	ENST00000272520.3
chr2	113403183	113403484	+	SLC20A1	ENST00000272542.7
chr2	112939209	112939510	+	FBLN7	ENST00000272559.4
chr2	139537867	139538168	-	NXPH2	ENST00000272641.3
chr2	128403496	128403797	+	GPR17	ENST00000272644.7
chr2	170683717	170684018	+	UBR3	ENST00000272793.9
chr2	208489224	208489525	-	METTL21A	ENST00000272839.7
chr2	207804027	207804328	+	CPO	ENST00000272852.3
chr2	202047604	202047905	+	CASP10	ENST00000272879.9
chr2	214148852	214149153	+	SPAG16	ENST00000272898.11
chr2	241497340	241497641	-	ANKMY1	ENST00000272972.7
chr2	219264227	219264528	+	CTDSP1	ENST00000273062.6
chr2	217236699	217237000	-	MARCH4	ENST00000273067.4
chr2	219134957	219135258	+	PNKD	ENST00000273077.8
chr2	138721792	138722093	+	HNMT	ENST00000280096.5
chr2	139259120	139259421	+	SPOPL	ENST00000280098.8
chr2	16080435	16080736	+	MYCN	ENST00000281043.3
chr2	17997512	17997813	+	MSGN1	ENST00000281047.3
chr2	9346643	9346944	+	ASAP2	ENST00000281419.7
chr2	15701403	15701704	-	NBAS	ENST00000281513.9
chr2	135476519	135476820	-	TMEM163	ENST00000281924.6
chr2	37311410	37311711	+	GPATCH11	ENST00000281932.5
chr2	39892808	39893109	+	TMEM178A	ENST00000281961.2
chr2	169746904	169747205	-	SPC25	ENST00000282074.6
chr2	85360282	85360583	+	TCF7L1	ENST00000282111.3
chr2	208994503	208994804	-	CRYGC	ENST00000282141.3
chr2	198569842	198570143	+	MARS2	ENST00000282276.7
chr2	43453697	43453998	-	ZFP36L2	ENST00000282388.3
chr2	43864161	43864462	+	PLEKHH2	ENST00000282406.8
chr2	70056523	70056824	+	GMCL1	ENST00000282570.3
chr2	109335686	109335987	+	RANBP2	ENST00000283195.10
chr2	112812549	112812850	+	TMEM87B	ENST00000283206.8
chr2	160919070	160919371	-	PLA2R1	ENST00000283243.12
chr2	166060502	166060803	-	SCN3A	ENST00000283254.11
chr2	166150290	166150591	+	SCN2A	ENST00000283256.10
chr2	87018752	87019053	-	CD8A	ENST00000283635.7
chr2	88990911	88991212	+	RPIA	ENST00000283646.4
chr2	170365961	170366262	+	KLHL41	ENST00000284669.1
chr2	178937431	178937732	-	PDE11A	ENST00000286063.10
chr2	202899059	202899360	+	FZD7	ENST00000286201.2
chr2	232260003	232260304	+	B3GNT7	ENST00000287590.5
chr2	153191500	153191801	+	FMNL2	ENST00000288670.13
chr2	27070718	27071019	+	DPYSL5	ENST00000288699.10
chr2	26624533	26624834	+	DRC1	ENST00000288710.6
chr2	26864185	26864486	-	CIB4	ENST00000288861.4
chr2	96811128	96811429	-	DUSP2	ENST00000288943.4
chr2	238600537	238600838	+	LRRFIP1	ENST00000289175.10
chr2	99953565	99953866	+	EIF5B	ENST00000289371.10
chr2	101869013	101869314	+	CNOT11	ENST00000289382.7
chr2	219221328	219221629	+	CATIP	ENST00000289388.3
chr2	220436135	220436436	-	OBSL1	ENST00000289656.3
chr2	74710072	74710373	-	CCDC142	ENST00000290418.4
chr2	47382375	47382676	-	STPG4	ENST00000294947.2
chr2	42274909	42275210	+	PKDCC	ENST00000294964.5
chr2	61108405	61108706	+	REL	ENST00000295025.12
chr2	11051812	11052113	+	KCNF1	ENST00000295082.2
chr2	14772559	14772860	+	FAM84A	ENST00000295092.2
chr2	155554560	155554861	+	KCNJ3	ENST00000295101.2
chr2	183731839	183732140	-	FRZB	ENST00000295113.4
chr2	187713846	187714147	-	ZSWIM2	ENST00000295131.2
chr2	24270172	24270473	-	WDCP	ENST00000295148.8
chr2	119605203	119605504	-	EN1	ENST00000295206.6
chr2	120301757	120302058	+	CFAP221	ENST00000295220.10
chr2	95962801	95963102	+	KCNIP3	ENST00000295225.9
chr2	121103468	121103769	+	INHBB	ENST00000295228.3
chr2	168104941	168105242	+	XIRP2	ENST00000295237.10
chr2	103089511	103089812	+	SLC9A4	ENST00000295269.4
chr2	53994678	53994979	+	CHAC2	ENST00000295304.4
chr2	101925107	101925408	-	RNF149	ENST00000295317.3
chr2	37899283	37899584	-	CDC42EP3	ENST00000295324.3
chr2	74374981	74375282	-	BOLA3	ENST00000295326.4
chr2	233271302	233271603	+	ALPPL2	ENST00000295453.7
chr2	233320582	233320883	+	ALPI	ENST00000295463.3
chr2	175712226	175712527	-	CHN1	ENST00000295497.11
chr2	175351714	175352015	-	GPR155	ENST00000295500.8
chr2	219031667	219031968	-	CXCR1	ENST00000295683.2
chr2	204192691	204192992	+	ABI2	ENST00000295851.9
chr2	27498038	27498339	+	DNAJC5G	ENST00000296097.7
chr2	27505079	27505380	+	TRIM54	ENST00000296098.4
chr2	62422997	62423298	+	B3GNT2	ENST00000301998.4
chr2	28113914	28114215	-	RBKS	ENST00000302188.7
chr2	219824126	219824427	+	CDK5R2	ENST00000302625.5
chr2	204732258	204732559	+	CTLA4	ENST00000302823.7
chr2	26915368	26915669	+	KCNK3	ENST00000302909.3
chr2	45236518	45236819	-	SIX2	ENST00000303077.6
chr2	88927043	88927344	-	EIF2AK3	ENST00000303236.7
chr2	88823918	88824219	+	TEX37	ENST00000303254.3
chr2	167232446	167232747	-	SCN9A	ENST00000303354.10
chr2	54342390	54342691	+	ACYP2	ENST00000303536.8
chr2	70314335	70314636	+	PCBP1	ENST00000303577.6
chr2	69240059	69240360	+	ANTXR1	ENST00000303714.8
chr2	165811984	165812285	-	SLC38A11	ENST00000303735.8
chr2	68694442	68694743	+	APLF	ENST00000303795.8
chr2	192711930	192712231	-	CAVIN2	ENST00000304141.4
chr2	209028249	209028550	-	CRYGA	ENST00000304502.4
chr2	228243971	228244272	-	TM4SF20	ENST00000304568.3
chr2	189838795	189839096	+	COL3A1	ENST00000304636.7
chr2	187558447	187558748	+	FAM171B	ENST00000304698.9
chr2	79315068	79315369	-	REG1B	ENST00000305089.7
chr2	227664424	227664725	-	IRS1	ENST00000305123.5
chr2	234601261	234601562	+	UGT1A6	ENST00000305139.10
chr2	232395155	232395456	-	NMUR1	ENST00000305141.4
chr2	234668643	234668944	+	UGT1A1	ENST00000305208.9
chr2	74667659	74667960	-	RTKN	ENST00000305557.9
chr2	74229589	74229890	+	TET3	ENST00000305799.8
chr2	10183431	10183732	+	KLF11	ENST00000305883.5
chr2	85980766	85981067	+	ATOH8	ENST00000306279.3
chr2	237076961	237077262	-	GBX2	ENST00000306318.4
chr2	85839101	85839402	-	C2orf68	ENST00000306336.5
chr2	85822606	85822907	+	RNF181	ENST00000306368.8
chr2	85811280	85811581	+	VAMP5	ENST00000306384.4
chr2	120189194	120189495	+	TMEM37	ENST00000306406.4
chr2	85766037	85766338	+	MAT2A	ENST00000306434.7
chr2	46925840	46926141	+	SOCS5	ENST00000306503.5
chr2	11810239	11810540	-	NTSR2	ENST00000306928.5
chr2	192542602	192542903	+	NABP1	ENST00000307834.9
chr2	204400007	204400308	-	RAPH1	ENST00000308091.8
chr2	189654780	189655081	-	DIRC1	ENST00000308100.4
chr2	238535968	238536269	+	LRRFIP1	ENST00000308482.13
chr2	99917588	99917889	-	LYG1	ENST00000308528.8
chr2	24163038	24163339	+	UBXN2A	ENST00000309033.4
chr2	208030618	208030919	-	KLF7	ENST00000309446.10
chr2	159651578	159651879	+	DAPL1	ENST00000309950.7
chr2	201980576	201980877	+	CFLAR	ENST00000309955.7
chr2	115919433	115919734	+	DPP10	ENST00000310323.12
chr2	157291702	157292003	+	GPD2	ENST00000310454.10
chr2	97171031	97171332	-	NEURL3	ENST00000310865.7
chr2	128458831	128459132	+	SFT2D3	ENST00000310981.5
chr2	220299317	220299618	+	SPEG	ENST00000312358.11
chr2	130955983	130956284	-	TUBA3E	ENST00000312988.8
chr2	232378999	232379300	-	LINC00471	ENST00000313064.2
chr2	64880996	64881297	-	SERTAD2	ENST00000313349.3
chr2	220363338	220363639	+	GMPPA	ENST00000313597.9
chr2	175366429	175366730	+	AC010894.1	ENST00000313760.4
chr2	232457361	232457662	+	TEX44	ENST00000313965.3
chr2	179184720	179185021	+	OSBPL6	ENST00000315022.2
chr2	219081566	219081867	+	ARPC2	ENST00000315717.9
chr2	204801220	204801521	+	ICOS	ENST00000316386.10
chr2	61245338	61245639	-	PUS10	ENST00000316752.10
chr2	238707137	238707438	+	RBM44	ENST00000316997.8
chr2	55277629	55277930	-	RTN4	ENST00000317610.11
chr2	26467512	26467813	+	HADHB	ENST00000317799.9
chr2	54483358	54483659	-	TSPYL6	ENST00000317802.8
chr2	242497885	242498186	+	BOK	ENST00000318407.4
chr2	218990476	218990777	+	CXCR2	ENST00000318507.6
chr2	42396239	42396540	+	EML4	ENST00000318522.9
chr2	220034658	220034959	-	AC068946.1	ENST00000318673.6
chr2	47168062	47168363	+	TTC7A	ENST00000319190.9
chr2	118771658	118771959	-	CCDC93	ENST00000319432.9
chr2	241080022	241080323	-	OTOS	ENST00000319460.1
chr2	241544597	241544898	+	GPR35	ENST00000319838.9
chr2	29338041	29338342	+	CLIP4	ENST00000320081.9
chr2	241759586	241759887	-	KIF1A	ENST00000320389.11
chr2	191745302	191745603	+	GLS	ENST00000320717.7
chr2	7057272	7057573	+	RNF144A	ENST00000320892.10
chr2	25564703	25565004	-	DNMT3A	ENST00000321117.9
chr2	132233415	132233716	+	TUBA3D	ENST00000321253.6
chr2	242673743	242674044	+	D2HGDH	ENST00000321264.8
chr2	223288985	223289286	+	SGPP2	ENST00000321276.7
chr2	5832548	5832849	+	SOX11	ENST00000322002.4
chr2	220252578	220252879	-	DNPEP	ENST00000322176.11
chr2	128568670	128568971	-	WDR33	ENST00000322313.8
chr2	191208045	191208346	+	INPP1	ENST00000322522.8
chr2	220094228	220094529	+	ANKZF1	ENST00000323348.9
chr2	202124972	202125273	+	CASP8	ENST00000323492.11
chr2	27603541	27603842	-	ZNF513	ENST00000323703.10
chr2	96971202	96971503	-	SNRNP200	ENST00000323853.9
chr2	27851828	27852129	-	CCDC121	ENST00000324364.3
chr2	234825792	234826093	+	TRPM8	ENST00000324695.8
chr2	154335271	154335572	-	RPRM	ENST00000325926.3
chr2	231729364	231729665	+	ITM2C	ENST00000326427.10
chr2	28718687	28718988	+	PLB1	ENST00000327757.9
chr2	47798027	47798328	-	KCNK12	ENST00000327876.4
chr2	163695189	163695490	-	KCNH7	ENST00000328032.8
chr2	25016200	25016501	-	PTRHD1	ENST00000328379.5
chr2	99224904	99225205	-	COA5	ENST00000328709.7
chr2	198062711	198063012	-	ANKRD44	ENST00000328737.6
chr2	133173896	133174197	+	GPR39	ENST00000329321.3
chr2	26785199	26785500	+	C2orf70	ENST00000329615.3
chr2	97509707	97510008	-	ANKRD23	ENST00000331001.2
chr2	8821935	8822236	+	ID2	ENST00000331129.3
chr2	112895711	112896012	+	FBLN7	ENST00000331203.6
chr2	233734743	233735044	+	C2orf82	ENST00000331342.4
chr2	84517556	84517857	+	FUNDC2P2	ENST00000331369.5
chr2	109204516	109204817	+	LIMS1	ENST00000332345.10
chr2	54785280	54785581	+	SPTBN1	ENST00000333896.5
chr2	150186800	150187101	+	LYPD6	ENST00000334166.8
chr2	224702236	224702537	-	AP1S3	ENST00000334271.7
chr2	242801009	242801310	-	PDCD1	ENST00000334409.9
chr2	3665296	3665597	-	TMSB4XP2	ENST00000335179.5
chr2	101436363	101436664	+	NPAS2	ENST00000335681.9
chr2	60780582	60780883	-	BCL11A	ENST00000335712.10
chr2	27008614	27008915	+	CENPA	ENST00000335756.8
chr2	26101284	26101585	-	ASXL2	ENST00000336112.8
chr2	180427264	180427565	-	ZNF385B	ENST00000336917.9
chr2	96874505	96874806	-	STARD7	ENST00000337288.9
chr2	241631011	241631312	+	AQP12A	ENST00000337801.8
chr2	26700859	26701160	-	OTOF	ENST00000338581.10
chr2	177502239	177502540	-	LINC01116	ENST00000339037.3
chr2	74055792	74056093	+	STAMBP	ENST00000339566.7
chr2	74781607	74781908	+	DOK1	ENST00000340004.6
chr2	10146107	10146408	-	AC010969.1	ENST00000340444.1
chr2	39102852	39103153	+	MORN2	ENST00000340556.10
chr2	111489960	111490261	+	ACOXL	ENST00000340561.8
chr2	191045338	191045639	+	C2orf88	ENST00000340623.4
chr2	232572975	232573276	+	PTMA	ENST00000341369.11
chr2	39664391	39664692	-	MAP4K3	ENST00000341681.9
chr2	230579223	230579524	-	DNER	ENST00000341772.4
chr2	172950013	172950314	+	DLX1	ENST00000341900.6
chr2	166428598	166428899	+	CSRNP3	ENST00000342316.8
chr2	242811630	242811931	+	RTP5	ENST00000343216.3
chr2	230786659	230786960	-	TRIP12	ENST00000343290.5
chr2	171673171	171673472	+	GAD1	ENST00000344257.9
chr2	229046291	229046592	-	SPHKAP	ENST00000344657.5
chr2	28113345	28113646	+	BABAM2	ENST00000344773.6
chr2	133429101	133429402	-	LYPD1	ENST00000345008.6
chr2	95787493	95787794	-	MRPS5	ENST00000345084.9
chr2	113815964	113816265	+	IL36RN	ENST00000346807.7
chr2	88355197	88355498	-	KRCC1	ENST00000347055.3
chr2	174219297	174219598	+	CDCA7	ENST00000347703.7
chr2	131113367	131113668	+	PTPN18	ENST00000347849.7
chr2	158485188	158485489	-	ACVR1C	ENST00000348328.9
chr2	161350254	161350555	-	RBMS1	ENST00000348849.7
chr2	3642431	3642732	+	COLEC11	ENST00000349077.8
chr2	31361541	31361842	-	GALNT14	ENST00000349752.9
chr2	102313914	102314215	+	MAP4K4	ENST00000350878.8
chr2	74756866	74757167	+	HTRA2	ENST00000352222.7
chr2	25643735	25644036	+	AC104699.1	ENST00000352271.6
chr2	211179863	211180164	-	MYL1	ENST00000352451.3
chr2	87017967	87018268	-	CD8A	ENST00000352580.7
chr2	230096750	230097051	-	PID1	ENST00000354069.6
chr2	183943236	183943537	+	DUSP19	ENST00000354221.4
chr2	38152211	38152512	+	RMDN2	ENST00000354545.6
chr2	234580248	234580549	+	UGT1A9	ENST00000354728.4
chr2	110962498	110962799	-	NPHP1	ENST00000355301.8
chr2	70995258	70995559	-	ADD2	ENST00000355733.7
chr2	120124246	120124547	+	DBI	ENST00000355857.7
chr2	204103412	204103713	+	CYP20A1	ENST00000356079.8
chr2	135595866	135596167	+	ACMSD	ENST00000356140.9
chr2	110371660	110371961	+	SOWAHC	ENST00000356454.4
chr2	61404302	61404603	+	AHSA2	ENST00000357022.6
chr2	178467566	178467867	+	AC073834.1	ENST00000357045.4
chr2	55276283	55276584	-	RTN4	ENST00000357376.7
chr2	169923294	169923595	+	DHRS9	ENST00000357546.6
chr2	99224791	99225092	+	UNC50	ENST00000357765.6
chr2	201390629	201390930	+	SGO2	ENST00000357799.8
chr2	74881104	74881405	+	SEMA4F	ENST00000357877.6
chr2	183106739	183107040	-	PDE1A	ENST00000358139.6
